time,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataAdminBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nClusterLNsProcessed,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nMarkLNsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRepeatIteratorReads,Cleaning:nRevisalRuns,Cleaning:nToBeCleanedLNsProcessed,Cleaning:nTwoPassRuns,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:btreeRelatchesRequired,Environment:environmentCreationTime,Environment:nBinDeltaDelete,Environment:nBinDeltaGet,Environment:nBinDeltaInsert,Environment:nBinDeltaUpdate,I/O:bufferBytes,I/O:endOfLog,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncMaxTime,I/O:nFSyncRequests,I/O:nFSyncTime,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGroupCommitWaits,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nLogIntervalExceeded,I/O:nLogMaxGroupCommitThreshold,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate
2021-01-20 13:10:42.044 UTC, ,125,3172573,1184,26608,112, ,4, , , , , , , , , , , ,4,4, , , ,2,1,6, , , , , , , , , , , , , , , , ,19641,2,18032,18032, , , , ,19689,90025676800,40,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19689, ,1611147581738, , , , ,3145728,19641, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,71597168,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-01-20 13:11:42.047 UTC, ,125,3172573,1184,26608,112, ,4, , , , , , , , , , , ,4,4, , , ,2,1,6, , , , , , , , , , , , , , , , ,19641,2,18032,18032, , , , ,19689,90025095168,40,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19689, ,1611147581738, , , , ,3145728,19641, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,73694320,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-01-20 13:12:42.049 UTC, ,125,3172573,1184,26608,112, ,4, , , , , , , , , , , ,4,4, , , ,2,1,6, , , , , , , , , , , , , , , , ,19641,2,18032,18032, , , , ,19689,90025033728,40,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19689, ,1611147581738, , , , ,3145728,19641, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,73694320,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-01-20 13:13:42.050 UTC, ,125,3172573,1184,26608,112, ,4, , , , , , , , , , , ,4,4, , , ,2,1,6, , , , , , , , , , , , , , , , ,19641,2,18032,18032, , , , ,19689,90022805504,40,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19689, ,1611147581738, , , , ,3145728,19641, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,75791472,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-01-20 13:14:42.052 UTC, ,125,3172573,1184,26608,112, ,4, , , , , , , , , , , ,4,4, , , ,2,1,6, , , , , , , , , , , , , , , , ,19641,2,18032,18032, , , , ,19689,90025365504,40,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19689, ,1611147581738, , , , ,3145728,19641, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,77888624,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-01-20 13:15:42.054 UTC, ,125,3172573,1184,26608,112, ,4, , , , , , , , , , , ,4,4, , , ,2,1,6, , , , , , , , , , , , , , , , ,19641,2,18032,18032, , , , ,19689,90025365504,40,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19689, ,1611147581738, , , , ,3145728,19641, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,79985776,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-01-20 13:16:42.056 UTC, ,125,3172573,1184,26608,112, ,4, , , , , , , , , , , ,4,4, , , ,2,1,6, , , , , , , , , , , , , , , , ,19641,2,18032,18032, , , , ,19689,90025037824,40,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19689, ,1611147581738, , , , ,3145728,19641, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,82082928,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-01-20 13:17:42.058 UTC, ,125,3172573,1184,26608,112, ,4, , , , , , , , , , , ,4,4, , , ,2,1,6, , , , , , , , , , , , , , , , ,19641,2,18032,18032, , , , ,19689,90025005056,40,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19689, ,1611147581738, , , , ,3145728,19641, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,82082928,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-01-20 13:18:42.060 UTC, ,125,3172573,1184,26608,112, ,4, , , , , , , , , , , ,4,4, , , ,2,1,6, , , , , , , , , , , , , , , , ,19641,2,18032,18032, , , , ,19689,90024955904,40,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19689, ,1611147581738, , , , ,3145728,19641, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,84180080,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-01-20 13:19:42.063 UTC, ,125,3172573,1184,26608,112, ,4, , , , , , , , , , , ,4,4, , , ,2,1,6, , , , , , , , , , , , , , , , ,19641,2,18032,18032, , , , ,19689,90024927232,40,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19689, ,1611147581738, , , , ,3145728,19641, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,86277232,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-01-20 13:20:42.065 UTC, ,125,3172573,1184,26608,112, ,4, , , , , , , , , , , ,4,4, , , ,2,1,6, , , , , , , , , , , , , , , , ,19641,2,18032,18032, , , , ,19689,90024927232,40,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19689, ,1611147581738, , , , ,3145728,19641, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,88374384,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-01-20 13:21:42.067 UTC, ,125,3172573,1184,26608,112, ,4, , , , , , , , , , , ,4,4, , , ,2,1,6, , , , , , , , , , , , , , , , ,19641,2,18032,18032, , , , ,19689,90024882176,40,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19689, ,1611147581738, , , , ,3145728,19641, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,88374384,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-01-20 13:22:42.068 UTC, ,125,3172573,1184,26608,112, ,4, , , , , , , , , , , ,4,4, , , ,2,1,6, , , , , , , , , , , , , , , , ,19641,2,18032,18032, , , , ,19689,90094641152,40,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19689, ,1611147581738, , , , ,3145728,19641, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,90471536,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-01-20 13:23:42.070 UTC, ,125,3172573,1184,26608,112, ,4, , , , , , , , , , , ,4,4, , , ,2,1,6, , , , , , , , , , , , , , , , ,19641,2,18032,18032, , , , ,19689,90141175808,40,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19689, ,1611147581738, , , , ,3145728,19641, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,92568688,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-01-20 13:24:42.072 UTC, ,125,3172573,1184,26608,112, ,4, , , , , , , , , , , ,4,4, , , ,2,1,6, , , , , , , , , , , , , , , , ,19641,2,18032,18032, , , , ,19689,90141138944,40,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19689, ,1611147581738, , , , ,3145728,19641, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,92568688,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-01-20 13:25:42.074 UTC, ,125,3172573,1184,26608,112, ,4, , , , , , , , , , , ,4,4, , , ,2,1,6, , , , , , , , , , , , , , , , ,19641,2,18032,18032, , , , ,19689,90140217344,40,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19689, ,1611147581738, , , , ,3145728,19641, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,94665840,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-01-20 13:26:42.076 UTC, ,125,3172573,1184,26608,112, ,4, , , , , , , , , , , ,4,4, , , ,2,1,6, , , , , , , , , , , , , , , , ,19641,2,18032,18032, , , , ,19689,90140266496,40,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19689, ,1611147581738, , , , ,3145728,19641, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,96762992,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-01-20 13:27:42.079 UTC, ,125,3172573,1184,26608,112, ,4, , , , , , , , , , , ,4,4, , , ,2,1,6, , , , , , , , , , , , , , , , ,19641,2,18032,18032, , , , ,19689,90140246016,40,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19689, ,1611147581738, , , , ,3145728,19641, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,98860144,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-01-20 13:28:42.082 UTC, ,125,3172573,1184,26608,112, ,4, , , , , , , , , , , ,4,4, , , ,2,1,6, , , , , , , , , , , , , , , , ,19641,2,18032,18032, , , , ,19689,90140246016,40,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19689, ,1611147581738, , , , ,3145728,19641, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,98860144,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-01-20 13:29:42.085 UTC, ,125,3172573,1184,26608,112, ,4, , , , , , , , , , , ,4,4, , , ,2,1,6, , , , , , , , , , , , , , , , ,19641,2,18032,18032, , , , ,19689,90140233728,40,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19689, ,1611147581738, , , , ,3145728,19641, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,100957296,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-01-20 13:30:42.087 UTC, ,125,3172573,1184,26608,112, ,4, , , , , , , , , , , ,4,4, , , ,2,1,6, , , , , , , , , , , , , , , , ,19641,2,18032,18032, , , , ,19689,90140016640,40,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19689, ,1611147581738, , , , ,3145728,19641, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,103054448,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-01-20 13:31:42.089 UTC, ,125,3172573,1184,26608,112, ,4, , , , , , , , , , , ,4,4, , , ,2,1,6, , , , , , , , , , , , , , , , ,19641,2,18032,18032, , , , ,19689,90140000256,40,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19689, ,1611147581738, , , , ,3145728,19641, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,103054448,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-01-20 13:32:42.091 UTC, ,125,3172573,1184,26608,112, ,4, , , , , , , , , , , ,4,4, , , ,2,1,6, , , , , , , , , , , , , , , , ,19641,2,18032,18032, , , , ,19689,90140000256,40,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19689, ,1611147581738, , , , ,3145728,19641, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,105151600,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-01-20 13:33:42.093 UTC, ,125,3172573,1184,26608,112, ,4, , , , , , , , , , , ,4,4, , , ,2,1,6, , , , , , , , , , , , , , , , ,19641,2,18032,18032, , , , ,19689,90139996160,40,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19689, ,1611147581738, , , , ,3145728,19641, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,107248752,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-01-20 13:34:42.095 UTC, ,125,3172573,1184,26608,112, ,4, , , , , , , , , , , ,4,4, , , ,2,1,6, , , , , , , , , , , , , , , , ,19641,2,18032,18032, , , , ,19689,90139992064,40,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19689, ,1611147581738, , , , ,3145728,19641, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,109345904,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-01-20 13:35:42.098 UTC, ,125,3172573,1184,26608,112, ,4, , , , , , , , , , , ,4,4, , , ,2,1,6, , , , , , , , , , , , , , , , ,19641,2,18032,18032, , , , ,19689,90139992064,40,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19689, ,1611147581738, , , , ,3145728,19641, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,111443056,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-01-20 13:36:42.099 UTC, ,125,3172573,1184,26608,112, ,4, , , , , , , , , , , ,4,4, , , ,2,1,6, , , , , , , , , , , , , , , , ,19641,2,18032,18032, , , , ,19689,90139971584,40,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19689, ,1611147581738, , , , ,3145728,19641, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,111443056,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-01-20 13:37:42.100 UTC, ,125,3172573,1184,26608,112, ,4, , , , , , , , , , , ,4,4, , , ,2,1,6, , , , , , , , , , , , , , , , ,19641,2,18032,18032, , , , ,19689,90139123712,40,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19689, ,1611147581738, , , , ,3145728,19641, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,113540208,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-01-20 13:38:42.102 UTC, ,125,3172573,1184,26608,112, ,4, , , , , , , , , , , ,4,4, , , ,2,1,6, , , , , , , , , , , , , , , , ,19641,2,18032,18032, , , , ,19689,90138972160,40,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19689, ,1611147581738, , , , ,3145728,19641, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,115637360,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-01-20 13:39:42.103 UTC, ,125,3172573,1184,26608,112, ,4, , , , , , , , , , , ,4,4, , , ,2,1,6, , , , , , , , , , , , , , , , ,19641,2,18032,18032, , , , ,19689,90138959872,40,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19689, ,1611147581738, , , , ,3145728,19641, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,115637360,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-01-20 13:40:42.105 UTC, ,125,3172573,1184,26608,112, ,4, , , , , , , , , , , ,4,4, , , ,2,1,6, , , , , , , , , , , , , , , , ,19641,2,18032,18032, , , , ,19689,90138771456,40,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19689, ,1611147581738, , , , ,3145728,19641, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,117734512,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-01-20 13:41:42.107 UTC, ,125,3172573,1184,26608,112, ,4, , , , , , , , , , , ,4,4, , , ,2,1,6, , , , , , , , , , , , , , , , ,19641,2,18032,18032, , , , ,19689,90138775552,40,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19689, ,1611147581738, , , , ,3145728,19641, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,119831664,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-01-20 13:42:42.109 UTC, ,125,3172573,1184,26608,112, ,4, , , , , , , , , , , ,4,4, , , ,2,1,6, , , , , , , , , , , , , , , , ,19641,2,18032,18032, , , , ,19689,90138767360,40,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19689, ,1611147581738, , , , ,3145728,19641, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,121928816,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-01-20 13:43:42.111 UTC, ,125,3172573,1184,26608,112, ,4, , , , , , , , , , , ,4,4, , , ,2,1,6, , , , , , , , , , , , , , , , ,19641,2,18032,18032, , , , ,19689,90136809472,40,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19689, ,1611147581738, , , , ,3145728,19641, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,121928816,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-01-20 13:44:42.112 UTC, ,125,3172573,1184,26608,112, ,4, , , , , , , , , , , ,4,4, , , ,2,1,6, , , , , , , , , , , , , , , , ,19641,2,18032,18032, , , , ,19689,90138636288,40,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19689, ,1611147581738, , , , ,3145728,19641, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,124025968,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-01-20 13:45:42.114 UTC, ,125,3172573,1184,26608,112, ,4, , , , , , , , , , , ,4,4, , , ,2,1,6, , , , , , , , , , , , , , , , ,19641,2,18032,18032, , , , ,19689,90138636288,40,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19689, ,1611147581738, , , , ,3145728,19641, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,126123120,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-01-20 13:46:42.116 UTC, ,125,3172573,1184,26608,112, ,4, , , , , , , , , , , ,4,4, , , ,2,1,6, , , , , , , , , , , , , , , , ,19641,2,18032,18032, , , , ,19689,90138644480,40,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19689, ,1611147581738, , , , ,3145728,19641, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,128220272,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-01-20 13:47:42.118 UTC, ,125,3172573,1184,26608,112, ,4, , , , , , , , , , , ,4,4, , , ,2,1,6, , , , , , , , , , , , , , , , ,19641,2,18032,18032, , , , ,19689,90138669056,40,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19689, ,1611147581738, , , , ,3145728,19641, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,128220272,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-01-20 13:48:42.120 UTC, ,125,3172573,1184,26608,112, ,4, , , , , , , , , , , ,4,4, , , ,2,1,6, , , , , , , , , , , , , , , , ,19641,2,18032,18032, , , , ,19689,90138710016,40,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19689, ,1611147581738, , , , ,3145728,19641, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,130317424,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-01-20 13:49:42.122 UTC, ,125,3172573,1184,26608,112, ,4, , , , , , , , , , , ,4,4, , , ,2,1,6, , , , , , , , , , , , , , , , ,19641,2,18032,18032, , , , ,19689,90138845184,40,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19689, ,1611147581738, , , , ,3145728,19641, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,132414576,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-01-20 13:50:42.124 UTC, ,125,3172573,1184,26608,112, ,4, , , , , , , , , , , ,4,4, , , ,2,1,6, , , , , , , , , , , , , , , , ,19641,2,18032,18032, , , , ,19689,90138738688,40,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19689, ,1611147581738, , , , ,3145728,19641, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,132414576,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-01-20 13:51:42.126 UTC, ,125,3172573,1184,26608,112, ,4, , , , , , , , , , , ,4,4, , , ,2,1,6, , , , , , , , , , , , , , , , ,19641,2,18032,18032, , , , ,19689,90138730496,40,40, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19689, ,1611147581738, , , , ,3145728,19641, , , ,0, , , , , , , ,3, , , , , ,1, , , , , , , , , , , , , , , , , , ,134511728,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
